airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,11627
Jet Airways,2019-05-18,Kolkata,Bangalore,18:55:00,04:40:00,585,1.0,No Info,13941
Air Asia,2019-04-21,Bangalore,Delhi,23:55:00,02:45:00,170,0.0,No Info,4483
Indigo,2019-05-21,Bangalore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Jet Airways,2019-05-24,Kolkata,Bangalore,20:00:00,22:35:00,1595,1.0,In-flight meal not included,10844
Indigo,2019-06-03,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,6104
Air India,2019-06-06,Kolkata,Bangalore,10:00:00,20:25:00,625,1.0,No Info,10203
Air India,2019-05-01,Bangalore,Delhi,06:10:00,08:55:00,165,0.0,No Info,6121
Jet Airways,2019-04-01,Kolkata,Bangalore,18:55:00,18:15:00,1400,1.0,No Info,12681
Multiple Carriers,2019-06-03,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,10877
Indigo,2019-05-03,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4049
Multiple Carriers,2019-03-06,Delhi,Cochin,07:05:00,13:20:00,375,1.0,No Info,17267
Vistara,2019-05-03,Bangalore,Delhi,07:00:00,09:40:00,160,0.0,No Info,4668
Air Asia,2019-05-24,Kolkata,Bangalore,06:50:00,10:30:00,220,1.0,No Info,5162
Air Asia,2019-03-01,Kolkata,Bangalore,19:35:00,22:05:00,150,0.0,No Info,5964
Air India,2019-03-12,Bangalore,New Delhi,00:30:00,08:45:00,495,1.0,No Info,13492
Air Asia,2019-04-24,Kolkata,Bangalore,10:20:00,12:55:00,155,0.0,No Info,4409
Indigo,2019-05-18,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,6069
Indigo,2019-05-18,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4392
Indigo,2019-03-03,Bangalore,New Delhi,13:40:00,18:35:00,295,1.0,No Info,8662
Multiple Carriers,2019-03-03,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,15603
Air Asia,2019-05-15,Kolkata,Bangalore,07:35:00,19:25:00,710,1.0,No Info,5192
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,12:35:00,1040,1.0,In-flight meal not included,10262
Air India,2019-04-03,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,2050
Air India,2019-05-18,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,13591
Air India,2019-06-01,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,10441
Indigo,2019-06-15,Bangalore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Air Asia,2019-05-09,Bangalore,Delhi,04:55:00,07:45:00,170,0.0,No Info,4282
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10262
Indigo,2019-06-24,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No Info,9165
Jet Airways,2019-06-01,Delhi,Cochin,20:55:00,04:25:00,450,1.0,In-flight meal not included,10262
Spicejet,2019-03-09,Mumbai,Hyderabad,05:45:00,07:05:00,80,0.0,No Info,4391
Go Air,2019-06-01,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,6393
Jet Airways,2019-03-21,Delhi,Cochin,15:00:00,04:25:00,805,1.0,No Info,12767
Indigo,2019-06-09,Kolkata,Bangalore,09:20:00,14:15:00,295,1.0,No Info,11465
Jet Airways,2019-04-09,Bangalore,Delhi,15:50:00,18:45:00,175,0.0,In-flight meal not included,4544
Indigo,2019-03-06,Delhi,Cochin,06:40:00,13:20:00,400,1.0,No Info,14871
Air India,2019-06-12,Bangalore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6961
Indigo,2019-03-03,Bangalore,New Delhi,14:25:00,19:25:00,300,1.0,No Info,11873
Jet Airways,2019-03-01,Bangalore,New Delhi,05:45:00,19:10:00,805,1.0,No Info,27992
Indigo,2019-03-06,Delhi,Cochin,02:05:00,07:25:00,320,1.0,No Info,10851
Jet Airways,2019-05-21,Kolkata,Bangalore,21:10:00,09:20:00,730,1.0,No Info,14781
Spicejet,2019-04-15,Kolkata,Bangalore,09:00:00,11:25:00,145,0.0,No Info,4174
Jet Airways,2019-03-06,Bangalore,New Delhi,11:40:00,09:00:00,1280,1.0,No Info,17261
Multiple Carriers,2019-03-27,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,8055
Multiple Carriers,2019-05-15,Delhi,Cochin,08:45:00,21:00:00,735,1.0,No Info,7670
Air India,2019-06-01,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,3100
Spicejet,2019-05-24,Bangalore,Delhi,09:30:00,12:20:00,170,0.0,No Info,3625
Air India,2019-06-24,Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No Info,11185
Jet Airways,2019-03-06,Bangalore,New Delhi,11:40:00,09:30:00,1310,1.0,No Info,17261
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,19:45:00,1440,1.0,In-flight meal not included,5963
Air India,2019-06-06,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,3625
Jet Airways,2019-05-12,Kolkata,Bangalore,14:05:00,23:35:00,570,1.0,No Info,14781
Jet Airways,2019-06-09,Bangalore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,7229
Multiple Carriers,2019-06-09,Delhi,Cochin,17:50:00,01:30:00,460,2.0,No Info,18485
Air India,2019-05-18,Delhi,Cochin,09:00:00,07:40:00,1360,1.0,No Info,8372
Air India,2019-03-09,Bangalore,New Delhi,10:30:00,11:20:00,1490,1.0,No Info,10321
Jet Airways,2019-05-15,Kolkata,Bangalore,20:00:00,08:15:00,735,1.0,No Info,13941
Indigo,2019-03-12,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,6297
Jet Airways,2019-05-18,Kolkata,Bangalore,14:05:00,23:35:00,570,1.0,No Info,14781
Air India,2019-06-21,Bangalore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6961
Jet Airways,2019-05-06,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,12:35:00,825,1.0,No Info,14714
Jet Airways,2019-03-06,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No Info,17024
Air India,2019-05-09,Kolkata,Bangalore,12:00:00,13:15:00,1515,1.0,No Info,6612
Multiple Carriers,2019-05-09,Delhi,Cochin,04:55:00,19:15:00,860,1.0,No Info,7575
Indigo,2019-05-09,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Air India,2019-06-03,Bangalore,Delhi,21:05:00,23:55:00,170,0.0,No Info,6961
Jet Airways,2019-04-15,Bangalore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Indigo,2019-06-06,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,3858
Indigo,2019-06-18,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,3597
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,18:50:00,750,2.0,No Info,11538
Jet Airways,2019-05-18,Bangalore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Jet Airways,2019-06-09,Kolkata,Bangalore,18:55:00,19:50:00,1495,1.0,In-flight meal not included,10844
Indigo,2019-06-27,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No Info,6496
Jet Airways,2019-06-18,Bangalore,Delhi,11:10:00,14:05:00,175,0.0,No Info,8016
Jet Airways,2019-04-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Indigo,2019-05-06,Kolkata,Bangalore,15:15:00,17:45:00,150,0.0,No Info,4804
Jet Airways,2019-03-12,Bangalore,New Delhi,22:55:00,12:25:00,810,1.0,No Info,13817
Jet Airways,2019-05-15,Kolkata,Bangalore,16:30:00,10:05:00,1055,1.0,No Info,14781
Vistara,2019-05-18,Kolkata,Bangalore,17:00:00,10:45:00,1065,1.0,No Info,9187
Jet Airways,2019-06-06,Kolkata,Bangalore,16:30:00,23:35:00,425,1.0,No Info,14571
Jet Airways,2019-03-01,Bangalore,New Delhi,08:00:00,18:25:00,625,1.0,No Info,26890
Air India,2019-05-24,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,6934
Jet Airways,2019-06-15,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,10262
Indigo,2019-03-03,Bangalore,New Delhi,06:00:00,08:45:00,165,0.0,No Info,6144
Vistara,2019-06-12,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6216
